,name,host_id,host_name,borough,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,host_total_listings,availability_365,availability_flag,likely_daily_earnings,review_month,review_day,price_bin,estimated_revenue
37827,"Bright & Cozy 3BR, Midtown Manhattan,",260383546,Andre,Manhattan,Hell's Kitchen,40.76024,-74.00046,Entire home/apt,450,3,6,2019-07-05,6.0,1,226,High (>180),90.0,July,Friday,$300-500,97200.0
37828,Cozy and clean 2BR apt in Chelsea,256437293,Jack,Manhattan,Chelsea,40.75048,-74.00281,Entire home/apt,289,3,2,2019-06-21,2.0,1,129,Low (<=180),19.266666666666666,June,Friday,$200-300,20808.0
37829,Wow Fabulous Hell's Kitchen Place,223833249,Diane,Manhattan,Hell's Kitchen,40.76277,-73.99594,Entire home/apt,300,3,3,2019-07-04,3.0,1,325,High (>180),30.0,July,Thursday,$200-300,32400.0
37830,5MinTrainSmallSmallCozyRoomIndustryCityLutheranH,264569855,Leidi,Brooklyn,Sunset Park,40.64899,-74.0125,Shared room,30,1,4,2019-06-25,4.0,1,342,High (>180),4.0,June,Tuesday,<50,1440.0
37831,Cozy 1 bedroom w/twin bed & futon in Park Slope,14518163,Pedro & Jeff,Brooklyn,South Slope,40.66154,-73.98685,Private room,49,3,2,2019-06-29,1.62,1,30,Low (<=180),2.6460000000000004,June,Saturday,<50,2857.6800000000003
37832,Quaint Ground Floor Midtown 1 Bed | Outdoor Patio,255432077,Nick,Manhattan,Upper East Side,40.76102,-73.96431,Entire home/apt,210,5,3,2019-06-27,3.0,1,136,Low (<=180),21.0,June,Thursday,$200-300,37800.0
37833,Brooklyn Live Style. The way Adults live in NY...,2582255,Kervin,Brooklyn,Fort Greene,40.68855,-73.97282,Entire home/apt,150,3,4,2019-07-06,4.0,1,15,Low (<=180),20.0,July,Saturday,$100-150,21600.0
37834,PVT room w/ mini fridge  20 mins from NYC airports,34880938,Abe,Queens,Jamaica,40.70642,-73.78298,Private room,40,2,4,2019-07-05,3.64,1,55,Low (<=180),4.8533333333333335,July,Friday,<50,3494.3999999999996
37835,Luxury Apartment in Manhattan,70715527,Robert,Manhattan,Upper West Side,40.77367,-73.98879,Entire home/apt,191,1,2,2019-07-02,2.0,1,10,Low (<=180),12.733333333333333,July,Tuesday,$150-200,4584.0
37836,Magnificent Fort Greene Home- 3 Floors,11742777,Inbar,Brooklyn,Fort Greene,40.68647,-73.96959,Entire home/apt,550,2,1,2019-06-16,1.0,1,43,Low (<=180),18.333333333333332,June,Sunday,$500-1000,13200.0
37837,Spacious 1 Bedroom in the Heart of Greenpoint,86210707,Paul,Brooklyn,Greenpoint,40.72859,-73.95905,Entire home/apt,110,2,2,2019-06-22,2.0,1,0,Low (<=180),7.333333333333333,June,Saturday,$100-150,5280.0
37838,Beautiful Carrol Gardens Apartment,61162003,Jeffrey,Brooklyn,Columbia St,40.68446,-74.00142,Entire home/apt,250,3,1,2019-07-07,1.0,1,13,Low (<=180),8.333333333333334,July,Sunday,$200-300,9000.0
37839,"STUNNING 2 bed apartment in Greenpoint,BK",263539175,John,Brooklyn,Greenpoint,40.73479,-73.95224,Entire home/apt,225,1,6,2019-07-04,4.86,1,177,Low (<=180),36.45,July,Thursday,$200-300,13122.0
37840,Cozy 1 Bed in Midtown East,64024615,Michael And Aaron,Manhattan,Midtown,40.75871,-73.96948,Entire home/apt,235,2,4,2019-07-01,4.0,1,171,Low (<=180),31.333333333333332,July,Monday,$200-300,22560.0
37841,Apartment in Riverdale NY,264618293,Zlatan,Bronx,Fieldston,40.89701,-73.89778,Entire home/apt,109,2,1,2019-07-01,1.0,1,192,High (>180),3.6333333333333333,July,Monday,$100-150,2616.0
37842,Beautiful Apartment close to Time Square,264458360,Luis,Manhattan,Hell's Kitchen,40.76127,-73.99234,Entire home/apt,171,3,6,2019-06-30,5.29,1,0,Low (<=180),30.153000000000002,June,Sunday,$150-200,32565.239999999998
37843,⚡Stylish Apt in Trendy Location!! ⭐,52071286,Sito,Manhattan,Chelsea,40.73847,-73.99835,Entire home/apt,249,2,6,2019-07-07,6.0,1,225,High (>180),49.800000000000004,July,Sunday,$200-300,35856.0
37844,"PRIVATE, NEWLY RENOVATED BEDROOM, 10 MINS FROM JFK",107915864,Mina,Queens,Howard Beach,40.66799,-73.85135,Private room,65,1,16,2019-07-04,11.71,4,295,High (>180),25.37166666666667,July,Thursday,$50-100,9133.800000000001
37845,"PRIVATE, NEWLY RENOVATED BEDROOM, 10 MINS FROM JFK",107915864,Mina,Queens,Howard Beach,40.66635,-73.85258,Private room,49,1,3,2019-07-06,2.14,4,329,High (>180),3.4953333333333334,July,Saturday,<50,1258.32
37846,Terrific Beach Front Condominium - Rockaway Beach,2065662,Cesar,Queens,Arverne,40.5875,-73.79427,Entire home/apt,96,2,4,2019-07-05,4.0,1,9,Low (<=180),12.8,July,Friday,$50-100,9216.0
37847,"ENTIRE FLOOR,huge bedrooms,near SOHO,Chinatown,LES",27831147,Sissy,Manhattan,Lower East Side,40.7154,-73.98301,Entire home/apt,585,2,1,2019-06-30,1.0,1,97,Low (<=180),19.5,June,Sunday,$500-1000,14040.0
37848,Dope Bushwick Bedroom,210191736,Lue,Brooklyn,Bushwick,40.69521,-73.92011,Private room,40,1,3,2019-06-09,2.31,1,0,Low (<=180),3.08,June,Sunday,<50,1108.8000000000002
37849,"Only Ladys, twin bed, near La Guardia&Manhattan",223087887,Jess & Ana,Queens,Corona,40.74132,-73.86683,Shared room,25,2,1,2019-06-15,1.0,8,346,High (>180),0.8333333333333334,June,Saturday,<50,600.0
37850,"Habitación compartida(Only Women), cerca Manhattan",223087887,Jess & Ana,Queens,Corona,40.74255,-73.86659,Shared room,29,1,1,2019-06-19,1.0,8,343,High (>180),0.9666666666666667,June,Wednesday,<50,348.0
37851,ONLY LADYS/  3 CAMAS PARA MUJERES EN QUEENS.,223087887,Jess & Ana,Queens,Corona,40.74119,-73.86748,Shared room,25,1,2,2019-06-20,2.0,8,351,High (>180),1.6666666666666667,June,Thursday,<50,600.0
37852,Sunny Williamsburg Room w/ Access to Garden!,34667377,Misha,Brooklyn,Williamsburg,40.71124,-73.96069,Private room,75,2,5,2019-06-26,4.69,1,72,Low (<=180),11.725000000000001,June,Wednesday,$50-100,8442.000000000002
37853,Soho 2 Bedroom Apartment,264728394,Alex,Manhattan,SoHo,40.72363,-73.99832,Entire home/apt,350,4,4,2019-06-12,3.64,1,135,Low (<=180),42.46666666666667,June,Wednesday,$300-500,61152.0
37854,My Premium 1 bedroom Home in the Upper East Side,264744190,Josie,Manhattan,Upper East Side,40.77585,-73.95881,Entire home/apt,179,3,4,2019-06-30,4.0,1,138,Low (<=180),23.866666666666667,June,Sunday,$150-200,25776.0
37855,Bushwick gem one block from the train Citibike,200182757,Rosie,Brooklyn,Bushwick,40.70685,-73.92149,Private room,50,4,3,2019-06-16,2.5,2,5,Low (<=180),4.166666666666666,June,Sunday,<50,6000.0
37856,Luxury Apartment in Cambria Heights,264746707,Oscar,Queens,Cambria Heights,40.68959,-73.73733,Entire home/apt,160,2,5,2019-07-07,4.17,1,151,Low (<=180),22.24,July,Sunday,$150-200,16012.800000000001
37857,Apartment in Centre of New York City,36938850,Luke,Manhattan,Hell's Kitchen,40.76591,-73.99155,Entire home/apt,150,30,1,2019-06-21,1.0,1,15,Low (<=180),5.0,June,Friday,$100-150,54000.0
37858,Affordable Suite Steps from Central Park,231281049,The Manhattan Club,Manhattan,Midtown,40.76593,-73.98087,Private room,399,1,3,2019-06-30,3.0,4,0,Low (<=180),39.900000000000006,June,Sunday,$300-500,14364.0
37859,"Outstanding & Luxury 2BR in Manhattan, next to TS",258742885,Catarina,Manhattan,Hell's Kitchen,40.7622,-73.99625,Entire home/apt,425,3,5,2019-07-05,5.0,1,0,Low (<=180),70.83333333333333,July,Friday,$300-500,76500.0
37860,Beautiful 2BR APT in Hell's Kitchen!,147810492,Harold Huengue,Manhattan,Hell's Kitchen,40.76183,-73.9916,Entire home/apt,250,2,3,2019-06-23,3.0,1,212,High (>180),25.0,June,Sunday,$200-300,18000.0
37861,Studio - Steps from Central Park and Times Square,231281049,The Manhattan Club,Manhattan,Midtown,40.76386,-73.98222,Private room,399,1,2,2019-07-05,2.0,4,356,High (>180),26.599999999999998,July,Friday,$300-500,9576.0
37862,Modern City Suites - Near Central Park,231281049,The Manhattan Club,Manhattan,Midtown,40.7655,-73.98237,Private room,399,1,1,2019-06-22,1.0,4,346,High (>180),13.299999999999999,June,Saturday,$300-500,4788.0
37863,Two Bathroom Suite steps from Central Park,231281049,The Manhattan Club,Manhattan,Midtown,40.7642,-73.98035,Private room,399,1,6,2019-07-07,6.0,4,346,High (>180),79.80000000000001,July,Sunday,$300-500,28728.0
37864,2BEDROOM APARTMENT NY CITY,264758587,Vanessa,Brooklyn,Williamsburg,40.71986,-73.95891,Entire home/apt,500,3,3,2019-06-16,2.37,1,353,High (>180),39.5,June,Sunday,$300-500,42660.0
37865,My Lovely and Spacious Home in the West Village :),264761028,Melissa,Manhattan,West Village,40.73128,-74.00475,Entire home/apt,179,3,5,2019-06-28,5.0,1,164,Low (<=180),29.833333333333332,June,Friday,$150-200,32220.0
37866,Amazing 3BR 2B Apt in Times Square,158501551,Leslie,Manhattan,Hell's Kitchen,40.7632,-73.98712,Entire home/apt,420,3,2,2019-06-28,2.0,1,270,High (>180),28.0,June,Friday,$300-500,30240.0
37867,Our lovely 3 Bedroom in the Upper East Side :),264769862,Johselyn,Manhattan,Upper East Side,40.77242,-73.95452,Entire home/apt,279,3,5,2019-07-03,5.0,1,138,Low (<=180),46.5,July,Wednesday,$200-300,50220.0
37868,Charming Brooklyn Brownstone,264774047,Traylor,Brooklyn,Fort Greene,40.68495,-73.97039,Private room,125,2,1,2019-06-14,1.0,1,87,Low (<=180),4.166666666666667,June,Friday,$100-150,3000.0
37869,"UWS beauty, quaint, Central Park is 1 block",25136124,Doug,Manhattan,Upper West Side,40.78373,-73.97321,Entire home/apt,150,1,7,2019-07-06,7.0,1,2,Low (<=180),35.0,July,Saturday,$100-150,12600.0
37870,Spacious + Modern 2 BR 1.5 Bath in premium UES,264786463,Justen,Manhattan,Upper East Side,40.77625,-73.9558,Entire home/apt,229,3,3,2019-07-01,3.0,1,150,Low (<=180),22.900000000000002,July,Monday,$200-300,24732.0
37871,2 bedroom house 15 min from Jfk,157011614,Gulshan,Brooklyn,Cypress Hills,40.68254,-73.88724,Entire home/apt,99,1,2,2019-06-03,1.58,1,145,Low (<=180),5.214,June,Monday,$50-100,1877.0400000000002
37872,Quaint Essential,264797492,Kamara,Brooklyn,East Flatbush,40.63344,-73.94068,Entire home/apt,86,1,2,2019-06-08,1.58,1,360,High (>180),4.529333333333334,June,Saturday,$50-100,1630.56
37873,"Closed to any kind of restaurant, mall",264798401,Kristina,Queens,Rego Park,40.73213,-73.85717,Private room,90,7,1,2019-06-22,1.0,1,365,High (>180),3.0,June,Saturday,$50-100,7560.0
37874,Luxury 1 bedroom apt closet to Central park.,120464331,Soner,Manhattan,East Harlem,40.79496,-73.94838,Entire home/apt,140,2,4,2019-06-24,3.64,1,79,Low (<=180),16.986666666666668,June,Monday,$100-150,12230.400000000001
37875,⭐ Oversized 4BR Loft In Prime Location!,264776021,Eduardo,Manhattan,Chelsea,40.73863,-73.99965,Entire home/apt,499,2,1,2019-06-20,1.0,1,115,Low (<=180),16.633333333333333,June,Thursday,$300-500,11976.0
37876,Sunset Suite in Spectacular E. Village Penthouse!,4765305,Haffro,Manhattan,East Village,40.72291,-73.98447,Private room,125,2,1,2019-06-10,1.0,4,338,High (>180),4.166666666666667,June,Monday,$100-150,3000.0
37877,"Private Sunny Room in Williamsburg, Brooklyn - NY",30054890,Gary,Brooklyn,Williamsburg,40.70706,-73.95048,Private room,60,3,2,2019-06-29,2.0,2,0,Low (<=180),4.0,June,Saturday,$50-100,4320.0
37878,YAYA's COZY One-Bedroom in a Beautiful Brownstone,264814648,Princess,Brooklyn,Bedford-Stuyvesant,40.68005,-73.94661,Entire home/apt,110,3,3,2019-06-29,2.65,1,227,High (>180),9.716666666666667,June,Saturday,$100-150,10494.0
37879,Cozy Brooklyn Bedroom in Art-Filled Apartment,124040560,Shelley,Brooklyn,Windsor Terrace,40.65039,-73.97254,Private room,66,1,1,2019-06-25,1.0,1,0,Low (<=180),2.2,June,Tuesday,$50-100,792.0
37880,Big 1 bedroom apartment 15 minutes from Manhattan!,16590533,Emily,Queens,Ditmars Steinway,40.77122,-73.90944,Entire home/apt,130,2,2,2019-07-01,2.0,1,26,Low (<=180),8.666666666666666,July,Monday,$100-150,6240.0
37881,The Manhattan Club Luxury Junior Suite,16830841,Mara,Manhattan,Midtown,40.76401,-73.98051,Private room,365,1,1,2019-07-01,1.0,5,342,High (>180),12.166666666666666,July,Monday,$300-500,4380.0
37882,Beautiful 3bd Village Home,264773781,Emiliano,Manhattan,East Village,40.7228,-73.98035,Entire home/apt,319,2,1,2019-06-09,1.0,1,163,Low (<=180),10.633333333333333,June,Sunday,$300-500,7656.0
37883,Massive NYC Getaway 20 mins to time square with AC,264824216,Peter,Manhattan,Harlem,40.82187,-73.95562,Private room,57,1,2,2019-06-22,1.71,3,54,Low (<=180),3.249,June,Saturday,$50-100,1169.6399999999999
37884,Summer Retreat In New Modern Apartment,76583399,Kinga,Staten Island,Arrochar,40.59125,-74.08047,Entire home/apt,195,3,1,2019-06-24,1.0,1,119,Low (<=180),6.5,June,Monday,$150-200,7020.0
37885,3 Bedroom by MSG + Empire State,264837278,Kate And Jason,Manhattan,Chelsea,40.75055,-73.99237,Entire home/apt,500,3,4,2019-07-05,4.0,1,313,High (>180),66.66666666666667,July,Friday,$300-500,72000.0
37886,Home of the Yankees,264840662,Arian,Bronx,Morrisania,40.82888,-73.9045,Private room,70,2,1,2019-06-30,1.0,1,90,Low (<=180),2.3333333333333335,June,Sunday,$50-100,1680.0
37887,"OCEAN Room only for “1 lady”
Solo Travelers !!!!!",264823783,Wada,Manhattan,Harlem,40.81979,-73.95297,Private room,55,7,3,2019-06-20,2.81,2,182,High (>180),5.151666666666666,June,Thursday,$50-100,12982.199999999999
37888,Gorgeous & Spacious Tribeca Loft Style Apartment,158059664,Ej,Manhattan,Tribeca,40.71306,-74.00836,Entire home/apt,600,1,2,2019-06-28,2.0,1,80,Low (<=180),40.0,June,Friday,$500-1000,14400.0
37889,One bedroom Apt with Balcony located close to JFK,157331617,Danny,Queens,Howard Beach,40.66299,-73.85491,Entire home/apt,150,3,1,2019-07-01,1.0,1,78,Low (<=180),5.0,July,Monday,$100-150,5400.0
37890,PRIME NOMAD: MASSIVE ROOM IN BOHEMIAN ART LOFT,220574429,Juliana,Manhattan,Chelsea,40.74566,-73.99092,Private room,120,21,2,2019-06-02,1.54,3,332,High (>180),6.16,June,Sunday,$100-150,46569.600000000006
37891,City Outside! Tranquility Inside +Private Terrace,229492192,Vineet,Manhattan,Midtown,40.76022,-73.96607,Entire home/apt,229,1,2,2019-06-15,1.62,1,356,High (>180),12.366000000000001,June,Saturday,$200-300,4451.76
37892,Big Room w Private Entrance in Bohemian Art Loft,220574429,Juliana,Manhattan,Flatiron District,40.74421,-73.99093,Private room,125,21,1,2019-06-01,0.79,3,70,Low (<=180),3.2916666666666665,June,Saturday,$100-150,24885.0
37893,Cozy and private room close to LGA.,264854526,David,Queens,East Elmhurst,40.75829,-73.88013,Private room,55,1,12,2019-07-01,9.73,1,0,Low (<=180),17.838333333333335,July,Monday,$50-100,6421.799999999999
37894,Great Studio in Hells Kitchen Next to Times Square,158635893,Alexey,Manhattan,Hell's Kitchen,40.76366,-73.9888,Entire home/apt,209,1,4,2019-06-23,3.43,1,177,Low (<=180),23.895666666666667,June,Sunday,$200-300,8602.44
37895,Grace and Peace,264862581,Dianne,Queens,Rosedale,40.68205,-73.72581,Private room,75,1,2,2019-06-30,2.0,3,90,Low (<=180),5.0,June,Sunday,$50-100,1800.0
37896,Mott Haven Dorm GG,30509656,Orit,Bronx,Port Morris,40.80828,-73.9319,Shared room,28,1,2,2019-06-16,2.0,8,88,Low (<=180),1.8666666666666667,June,Sunday,<50,672.0
37897,Fantastic Apartment in Manhattan Center,264693056,Rachel,Manhattan,Hell's Kitchen,40.75518,-73.99904,Entire home/apt,210,3,2,2019-06-21,1.58,1,73,Low (<=180),11.06,June,Friday,$200-300,11944.800000000001
37898,Charming One Bedroom on the Upper East Side,10593026,Lauren,Manhattan,Upper East Side,40.77134,-73.94832,Entire home/apt,170,2,1,2019-06-23,1.0,1,88,Low (<=180),5.666666666666667,June,Sunday,$150-200,4080.0
37899,Stunning Park Slope Duplex (15 Mins to Manhattan!),264934283,Susan,Brooklyn,Windsor Terrace,40.65957,-73.98376,Entire home/apt,450,3,3,2019-07-01,3.0,2,302,High (>180),45.0,July,Monday,$300-500,48600.0
37900,Big Ole Bed in BK,246623234,Camille-Bettina,Brooklyn,Prospect-Lefferts Gardens,40.66232,-73.95251,Private room,51,2,1,2019-06-13,1.0,1,0,Low (<=180),1.7,June,Thursday,$50-100,1224.0
37901,Steps to Yankee Stadium ⚾ Minutes to Times Square,8187861,Tom,Bronx,Concourse,40.82788,-73.92604,Entire home/apt,88,3,3,2019-06-30,3.0,1,241,High (>180),8.8,June,Sunday,$50-100,9504.0
37902,Park Slope Studio w/3 beds (15 Mins to Manhattan!),264934283,Susan,Brooklyn,South Slope,40.6611,-73.98446,Entire home/apt,165,3,2,2019-07-01,2.0,2,346,High (>180),11.0,July,Monday,$150-200,11880.0
37903,2  Big Rooms in Brooklyn NY 1 block  from Subway!,63866600,David,Brooklyn,Bay Ridge,40.62937,-74.03001,Private room,100,1,6,2019-07-04,6.0,3,365,High (>180),20.0,July,Thursday,$50-100,7200.0
37904,Bedroom in Penthouse Apartment,49132405,Abshan,Manhattan,East Harlem,40.79908,-73.93291,Private room,140,2,1,2019-06-10,1.0,1,21,Low (<=180),4.666666666666667,June,Monday,$100-150,3360.0
37905,Bright Park Slope 2 Bed (15 Minutes to Manhattan!),264963423,Eleanor,Brooklyn,South Slope,40.66956,-73.98922,Entire home/apt,195,2,4,2019-06-30,4.0,1,345,High (>180),26.0,June,Sunday,$150-200,18720.0
37906,Relax in our Modern & Cozily renovated Urban Oasis,227818501,Jenna,Bronx,Williamsbridge,40.87846,-73.86311,Entire home/apt,140,2,4,2019-07-02,4.0,2,358,High (>180),18.666666666666668,July,Tuesday,$100-150,13440.0
37907,Nice and cozy Studio in Midtown Manhattan,264965107,Adriana,Manhattan,Kips Bay,40.742,-73.98154,Entire home/apt,131,2,2,2019-06-30,2.0,1,11,Low (<=180),8.733333333333333,June,Sunday,$100-150,6288.0
37908,AMAZING 1 BEDROOM !!! NEAR TIMES SQUARE,80003178,Mike,Manhattan,Hell's Kitchen,40.76433,-73.98932,Entire home/apt,163,1,3,2019-06-23,3.0,1,155,Low (<=180),16.3,June,Sunday,$150-200,5868.0
37909,WEST VILLAGE Duplex Diamond,151937146,Anya,Manhattan,West Village,40.73705,-74.00966,Entire home/apt,995,1,3,2019-07-05,3.0,1,344,High (>180),99.5,July,Friday,$500-1000,35820.0
37910,"LUXURY LOFT 20 MIN TO MANHATTAN - GYM,ROOF&LAUNDRY",264975454,Bryan,Brooklyn,Bushwick,40.69857,-73.9261,Entire home/apt,275,3,3,2019-07-05,3.0,1,351,High (>180),27.5,July,Friday,$200-300,29700.0
37911,Cozy Airy w/Plenty of Sunlight Decatur 3FL RM#3,258213198,Joanne,Brooklyn,Bushwick,40.68682,-73.90831,Private room,70,1,3,2019-07-07,3.0,1,163,Low (<=180),7.0,July,Sunday,$50-100,2520.0
37912,Gorgeous 2BR Apartment in East Village,264708433,Rachel,Manhattan,East Village,40.72608,-73.98161,Entire home/apt,348,3,5,2019-07-02,4.41,1,26,Low (<=180),51.156,July,Tuesday,$300-500,55248.479999999996
37913,"Spacious Bushwick Room, 5 min walk to L & M Train",220845471,Alyssa,Brooklyn,Bushwick,40.70117,-73.91755,Private room,60,1,2,2019-06-05,1.67,1,0,Low (<=180),3.34,June,Wednesday,$50-100,1202.3999999999999
37914,Spacious & Sunny Decatur 2F Room#3,262033253,Jenny,Brooklyn,Bushwick,40.68675,-73.909,Private room,60,1,3,2019-07-05,3.0,2,178,Low (<=180),6.0,July,Friday,$50-100,2160.0
37915,Warm Cozy Decatur 2F bedroom #4,262033253,Jenny,Brooklyn,Bushwick,40.68747,-73.90977,Private room,70,1,2,2019-06-24,2.0,2,172,Low (<=180),4.666666666666667,June,Monday,$50-100,1680.0
37916,Bright 2BR in Bed-Stuy (20 Minutes to Manhattan!),264983168,Ian,Brooklyn,Bedford-Stuyvesant,40.68366,-73.9192,Entire home/apt,159,2,1,2019-06-23,1.0,1,341,High (>180),5.3,June,Sunday,$150-200,3816.0
37917,Spacious And Sunny Luxurious 1 Bedroom Apartment,132699715,Ed,Manhattan,Hell's Kitchen,40.76645,-73.99101,Entire home/apt,200,1,2,2019-06-23,2.0,1,81,Low (<=180),13.333333333333334,June,Sunday,$150-200,4800.0
37918,"Spacious 5 BED, 2 Full BATH (15 mins to Manhattan)",264990100,Yonaton,Brooklyn,Crown Heights,40.66566,-73.93282,Entire home/apt,395,3,1,2019-06-16,1.0,1,301,High (>180),13.166666666666666,June,Sunday,$300-500,14220.0
37919,BIG 1 BDR Apartment -close to Times Square,5708821,Valentin,Manhattan,Hell's Kitchen,40.76157,-73.99278,Entire home/apt,150,1,4,2019-06-28,4.0,1,16,Low (<=180),20.0,June,Friday,$100-150,7200.0
37920,HUGE Manhattan Apt. right next to Central Park,241258373,Margaret,Manhattan,Harlem,40.80346,-73.95702,Entire home/apt,198,2,2,2019-06-02,1.58,2,154,Low (<=180),10.428,June,Sunday,$150-200,7508.160000000001
37921,Lovely studio in the heart of East Village,201074848,Moun,Manhattan,East Village,40.72702,-73.9798,Entire home/apt,165,4,2,2019-06-28,2.0,1,0,Low (<=180),11.0,June,Friday,$150-200,15840.0
37922,Born to Be ALIVE in Hell's Kitchen,220447646,Anthony,Manhattan,Hell's Kitchen,40.76235,-73.99485,Entire home/apt,500,3,3,2019-07-03,3.0,1,328,High (>180),50.0,July,Wednesday,$300-500,54000.0
37923,Breathtaking Balcony Views in the Big Apple,1461161,Sherwin,Manhattan,Murray Hill,40.74424,-73.9733,Entire home/apt,500,4,6,2019-07-07,5.62,1,138,Low (<=180),93.66666666666666,July,Sunday,$300-500,134880.0
37924,Modern Oversized 3bedroom Home,265029608,Merche,Manhattan,East Harlem,40.79901,-73.94334,Entire home/apt,319,2,2,2019-06-09,1.87,1,138,Low (<=180),19.884333333333334,June,Sunday,$300-500,14316.720000000001
37925,Modern one-bedroom in heart of Manhattan,265034334,Rawan,Manhattan,Hell's Kitchen,40.7555,-73.99399,Entire home/apt,150,7,2,2019-07-03,2.0,1,61,Low (<=180),10.0,July,Wednesday,$100-150,25200.0
37926,Chelsea HIGHLINE Prime Location,244131674,Alexis,Manhattan,Chelsea,40.749,-74.00244,Entire home/apt,300,2,3,2019-07-07,3.0,1,365,High (>180),30.0,July,Sunday,$200-300,21600.0
37927,Beautiful Renovated Duplex in Historic Townhouse,187671321,Alan,Manhattan,Harlem,40.81868,-73.94417,Entire home/apt,295,2,1,2019-06-26,1.0,1,123,Low (<=180),9.833333333333334,June,Wednesday,$200-300,7080.0
